time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,ipr,qfi,entropy
0.0000000000e+00,2.6653030282e-01,3.5687571535e-02,4.5799527455e-02,4.0010930148e-02,1.3283670100e-01,8.0375459269e-03,4.7109742112e-01,4.1062362492e+00,3.1680312919e+00,9.8194122449e+04,1.6578590465e-10
5.0000000000e-01,2.6651448050e-01,3.5619702801e-02,4.5685127704e-02,4.0000778130e-02,1.3285225051e-01,8.0576900806e-03,4.7126997028e-01,4.1048818756e+00,3.1666016607e+00,9.8123812307e+04,6.6081529913e-04
1.0000000000e+00,2.6686519796e-01,3.5751782347e-02,4.5635386214e-02,4.0140398911e-02,1.3262793310e-01,8.1810624747e-03,4.7079823899e-01,4.1088542665e+00,3.1696007981e+00,9.8097835265e+04,1.2690068736e-03
1.5000000000e+00,2.6666173849e-01,3.5979188602e-02,4.5513096123e-02,4.0430641000e-02,1.3238379139e-01,8.3667502296e-03,4.7066479417e-01,4.1149748836e+00,3.1722880827e+00,9.8058376436e+04,1.8600712379e-03
2.0000000000e+00,2.6624959815e-01,3.6186485273e-02,4.5462769595e-02,4.0779987764e-02,1.3189355684e-01,8.6298032624e-03,4.7079779912e-01,4.1225531039e+00,3.1741080889e+00,9.8007566873e+04,2.3940342043e-03
2.5000000000e+00,2.6553776254e-01,3.6524874715e-02,4.5258942382e-02,4.1297050549e-02,1.3112170573e-01,8.9459248504e-03,4.7131373923e-01,4.1312985150e+00,3.1745249691e+00,9.7898348399e+04,2.8693493542e-03
3.0000000000e+00,2.6493898864e-01,3.6866770219e-02,4.5127717542e-02,4.2028869146e-02,1.3061258787e-01,9.3606180030e-03,4.7106444858e-01,4.1449449125e+00,3.1806236694e+00,9.7877499643e+04,3.3988436243e-03
3.5000000000e+00,2.6425415029e-01,3.7287623955e-02,4.5023439897e-02,4.2795902345e-02,1.2989374790e-01,9.8318955047e-03,4.7091324011e-01,4.1598277764e+00,3.1866664383e+00,9.7827650072e+04,3.8688394007e-03
4.0000000000e+00,2.6358680375e-01,3.7799637137e-02,4.4849637842e-02,4.3709615487e-02,1.2942537791e-01,1.0379069859e-02,4.7024985801e-01,4.1779793327e+00,3.1967018356e+00,9.7794053885e+04,4.2161326113e-03
4.5000000000e+00,2.6307617275e-01,3.8446584907e-02,4.4686092277e-02,4.4958383985e-02,1.2847950108e-01,1.1012274320e-02,4.6934099068e-01,4.1996014254e+00,3.2090929406e+00,9.7795490525e+04,4.7115470693e-03
5.0000000000e+00,2.6314343418e-01,3.9115333191e-02,4.4466945619e-02,4.6197569167e-02,1.2760067404e-01,1.1680868012e-02,4.6779517580e-01,4.2217694160e+00,3.2243845803e+00,9.7743837903e+04,5.2336379828e-03
5.5000000000e+00,2.6223909670e-01,3.9791205037e-02,4.4147934720e-02,4.7515137033e-02,1.2672656626e-01,1.2436234840e-02,4.6714382540e-01,4.2436158251e+00,3.2362768682e+00,9.7665077815e+04,5.6437013298e-03
6.0000000000e+00,2.6193368936e-01,4.0602086481e-02,4.3855409068e-02,4.8935363837e-02,1.2560933206e-01,1.3286211124e-02,4.6577790807e-01,4.2680451732e+00,3.2522541904e+00,9.7588718254e+04,6.4142169240e-03
6.5000000000e+00,2.6107807347e-01,4.1478444584e-02,4.3568382883e-02,5.0478579903e-02,1.2447008276e-01,1.4184284165e-02,4.6474215223e-01,4.2933498006e+00,3.2678908100e+00,9.7524118573e+04,6.8182332715e-03
7.0000000000e+00,2.6038807084e-01,4.2350142632e-02,4.3208978176e-02,5.2052116485e-02,1.2319135940e-01,1.5159375780e-02,4.6364995669e-01,4.3182451806e+00,3.2835425620e+00,9.7422666302e+04,7.2425794365e-03
7.5000000000e+00,2.5947116017e-01,4.3435984088e-02,4.2774640747e-02,5.3765579061e-02,1.2161312446e-01,1.6167922310e-02,4.6277158916e-01,4.3434688495e+00,3.2987941608e+00,9.7284764181e+04,7.6525583631e-03
8.0000000000e+00,2.5881601068e-01,4.4472777780e-02,4.2428344914e-02,5.5513625384e-02,1.2007338398e-01,1.7331761152e-02,4.6136409612e-01,4.3707922084e+00,3.3176263733e+00,9.7184180970e+04,8.1615129721e-03
