time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,pop_site1_broadband,coherence_broadband
0.0000000000e+00,3.7806362608e-08,3.7525974653e-03,3.5098932029e-01,5.2939634568e-01,5.6285165795e-02,1.0929796027e-03,5.8483553366e-02,2.5858406530e+00,2.6653030282e-01,4.1062362492e+00
5.0000000000e-01,2.0175669728e-07,3.7477303662e-03,3.5083115050e-01,5.2931910227e-01,5.6402959921e-02,1.0924710890e-03,5.8606384103e-02,2.5876147661e+00,2.6651448050e-01,4.1048818756e+00
1.0000000000e+00,6.9411918131e-07,3.7522439807e-03,3.5109504370e-01,5.2906598002e-01,5.6395475081e-02,1.0947248733e-03,5.8595838224e-02,2.5891369271e+00,2.6686519796e-01,4.1088542665e+00
1.5000000000e+00,1.5150489223e-06,3.7580446353e-03,3.5101928796e-01,5.2911079373e-01,5.6402269712e-02,1.0951661914e-03,5.8612922725e-02,2.5907020253e+00,2.6666173849e-01,4.1149748836e+00
2.0000000000e+00,2.6638811089e-06,3.7543786036e-03,3.5177939348e-01,5.2836276823e-01,5.6339774356e-02,1.0959235764e-03,5.8665097870e-02,2.5923728731e+00,2.6624959815e-01,4.1225531039e+00
2.5000000000e+00,4.1368645598e-06,3.7581923841e-03,3.5174321004e-01,5.2840773506e-01,5.6207023610e-02,1.0942079999e-03,5.8785494047e-02,2.5936447552e+00,2.6553776254e-01,4.1312985150e+00
3.0000000000e+00,5.9265255194e-06,3.7472583107e-03,3.5180468772e-01,5.2855087420e-01,5.6103726402e-02,1.0932149745e-03,5.8694311867e-02,2.5936459803e+00,2.6493898864e-01,4.1449449125e+00
3.5000000000e+00,8.0374432500e-06,3.7399581075e-03,3.5253285576e-01,5.2799501569e-01,5.5983528577e-02,1.0910303140e-03,5.8649574111e-02,2.5942308759e+00,2.6425415029e-01,4.1598277764e+00
4.0000000000e+00,1.0469799964e-05,3.7343852785e-03,3.5291890249e-01,5.2771396537e-01,5.5999615921e-02,1.0888931791e-03,5.8533767959e-02,2.5950236238e+00,2.6358680375e-01,4.1779793327e+00
4.5000000000e+00,1.3194272352e-05,3.7255543333e-03,3.5268424217e-01,5.2857065142e-01,5.5690291538e-02,1.0851291301e-03,5.8230937141e-02,2.5924380398e+00,2.6307617275e-01,4.1996014254e+00
5.0000000000e+00,1.6288499029e-05,3.7186716026e-03,3.5289169707e-01,5.2881927151e-01,5.5532944299e-02,1.0797427534e-03,5.7941384266e-02,2.5909863971e+00,2.6314343418e-01,4.2217694160e+00
5.5000000000e+00,1.9658276534e-05,3.7098570413e-03,3.5284111307e-01,5.2907260974e-01,5.5460335825e-02,1.0767098735e-03,5.7819716173e-02,2.5907523267e+00,2.6223909670e-01,4.2436158251e+00
6.0000000000e+00,2.3384371358e-05,3.7077360612e-03,3.5318665586e-01,5.2909836059e-01,5.5304169032e-02,1.0756841043e-03,5.7604009984e-02,2.5901504801e+00,2.6193368936e-01,4.2680451732e+00
6.5000000000e+00,2.7367346014e-05,3.7042301209e-03,3.5364632625e-01,5.2900230428e-01,5.5143699889e-02,1.0720723945e-03,5.7403999723e-02,2.5895072646e+00,2.6107807347e-01,4.2933498006e+00
7.0000000000e+00,3.1714792599e-05,3.6997415476e-03,3.5417942278e-01,5.2873147540e-01,5.5026227269e-02,1.0701816811e-03,5.7261236534e-02,2.5894402758e+00,2.6038807084e-01,4.3182451806e+00
7.5000000000e+00,3.6364833939e-05,3.7089376076e-03,3.5432447625e-01,5.2889228950e-01,5.4810108279e-02,1.0659013274e-03,5.7161922207e-02,2.5891142753e+00,2.5947116017e-01,4.3434688495e+00
8.0000000000e+00,4.1370433057e-05,3.7077552463e-03,3.5534162506e-01,5.2823006489e-01,5.4622628006e-02,1.0668754339e-03,5.6989680927e-02,2.5890265988e+00,2.5881601068e-01,4.3707922084e+00
8.5000000000e+00,4.6529705538e-05,3.7104795524e-03,3.5552537608e-01,5.2848385461e-01,5.4307543562e-02,1.0655764114e-03,5.6860640071e-02,2.5879383201e+00,2.5738103005e-01,4.3977556588e+00
9.0000000000e+00,5.2030973935e-05,3.7054380662e-03,3.5626341939e-01,5.2828389862e-01,5.4052322196e-02,1.0586365254e-03,5.6584254237e-02,2.5862688013e+00,2.5639836131e-01,4.4255530459e+00
9.5000000000e+00,5.7836830681e-05,3.7018019127e-03,3.5657042728e-01,5.2850237390e-01,5.3871794384e-02,1.0564817767e-03,5.6239283914e-02,2.5846270437e+00,2.5549153655e-01,4.4555432970e+00
1.0000000000e+01,6.3954669259e-05,3.7113613973e-03,3.5722468393e-01,5.2823233332e-01,5.3711689275e-02,1.0526893712e-03,5.6003288043e-02,2.5842833323e+00,2.5424974325e-01,4.4843565174e+00
1.0500000000e+01,7.0357863237e-05,3.7172224869e-03,3.5788237790e-01,5.2800059274e-01,5.3504900941e-02,1.0502672287e-03,5.5774280838e-02,2.5834849330e+00,2.5292287768e-01,4.5128683561e+00
