,Wavelength_nm,Irradiance_W_m2_nm
0,300.0,0.10826822658929017
1,322.22222222222223,0.1688576702328722
2,344.44444444444446,0.2633543902463245
3,366.66666666666663,0.4107336952260734
4,388.8888888888889,0.6405899223334468
5,411.1111111111111,1.2
6,433.3333333333333,1.2
7,455.55555555555554,1.2
8,477.77777777777777,1.2
9,500.0,1.2
10,522.2222222222222,1.2
11,544.4444444444445,1.2
12,566.6666666666666,1.2
13,588.8888888888889,1.2
14,611.1111111111111,1.2
15,633.3333333333333,1.2
16,655.5555555555555,1.2
17,677.7777777777778,1.2
18,700.0,1.2
19,722.2222222222222,1.073807180177244
20,744.4444444444445,0.9608848835001695
21,766.6666666666666,0.8598375726885472
22,788.8888888888889,0.7694164661159454
23,811.1111111111111,0.6885041048849194
24,833.3333333333333,0.6161005428391106
25,855.5555555555555,0.5513109888431119
26,877.7777777777777,0.49333474860862503
27,900.0,0.4414553294057308
28,922.2222222222222,0.39503158536948674
29,944.4444444444445,0.3534897939721288
30,966.6666666666666,0.3163165657388722
31,988.8888888888889,0.28305249958283996
32,1011.1111111111111,0.2532865053493083
33,1033.3333333333333,0.22665072340507428
34,1055.5555555555557,0.20281597848727917
35,1077.7777777777778,0.1814877116285949
36,1100.0,0.16240233988393524
37,1122.2222222222222,0.14532399887079572
38,1144.4444444444443,0.1300416278662751
39,1166.6666666666665,0.11636636143728615
40,1188.888888888889,0.10412919536871507
41,1211.111111111111,0.09317889804417108
42,1233.3333333333333,0.08338014146736188
43,1255.5555555555557,0.07461182882653955
44,1277.7777777777778,0.06676559793341134
45,1300.0,0.05974448204143673
46,1322.2222222222222,0.05346171149338765
47,1344.4444444444443,0.04783964138846994
48,1366.6666666666665,0.04280879201670291
49,1388.888888888889,0.038306990201874835
50,1411.111111111111,0.03427860094146045
51,1433.3333333333333,0.030673839847808894
52,1455.5555555555554,0.027448157893486706
53,1477.7777777777778,0.024561690857220573
54,1500.0,0.021978766666481013
55,1522.2222222222222,0.019667464548256325
56,1544.4444444444443,0.01759922053983253
57,1566.6666666666665,0.015748474484329172
58,1588.888888888889,0.014092354148425633
59,1611.111111111111,0.012610392558483348
60,1633.3333333333333,0.011284275061794255
61,1655.5555555555554,0.010097612987041406
62,1677.7777777777778,0.009035741106780027
63,1700.0,0.00808553639890256
64,1722.2222222222222,0.007235255867271689
65,1744.4444444444443,0.006474391417246562
66,1766.6666666666665,0.005793539992597734
67,1788.888888888889,0.0051842873689128795
68,1811.111111111111,0.004639104167367369
69,1833.3333333333333,0.004151252803757713
70,1855.5555555555554,0.003714704222838291
71,1877.7777777777778,0.003324063388932066
72,1900.0,0.00297450261199963
73,1922.2222222222222,0.0026617018851843085
74,1944.4444444444443,0.002381795496501848
75,1966.6666666666665,0.0021313242548812567
76,1988.888888888889,0.001907192740147837
77,2011.111111111111,0.0017066310486272167
78,2033.3333333333333,0.0015271605616077708
79,2055.5555555555557,0.001366563313614945
80,2077.777777777778,0.0012228545819387793
81,2100.0,0.0010942583586654195
82,2122.222222222222,0.0009791854020865778
83,2144.4444444444443,0.0008762135962377577
84,2166.6666666666665,0.0007840703758408575
85,2188.8888888888887,0.0007016169994518187
86,2211.1111111111113,0.0006278344764548126
87,2233.333333333333,0.0005618109739833333
88,2255.5555555555557,0.0005027305481380605
89,2277.7777777777774,0.0004498630602375771
90,2300.0,0.0004025551534830142
91,2322.222222222222,0.0003602221785228443
92,2344.4444444444443,0.0003223409681307661
93,2366.6666666666665,0.0002884433717034174
94,2388.8888888888887,0.00025811046967471945
95,2411.111111111111,0.00023096739634636212
96,2433.333333333333,0.00020667870715297256
97,2455.5555555555557,0.00018494423310884257
98,2477.777777777778,0.0001654953712038743
99,2500.0,0.00014809176490401547
