time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,pop_site1_broadband,coherence_broadband
0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00
1.0000000000e+00,9.6179828663e-01,2.6683144663e-04,1.0525280310e-06,1.2083640339e-06,1.5584600075e-06,6.5105038063e-06,3.3997289520e-06,4.7578555773e-02,9.6179828663e-01,4.7578555773e-02
2.0000000000e+00,9.4851929146e-01,1.0529833399e-03,4.1904563001e-06,4.7770339930e-06,6.1633484376e-06,2.5680013591e-05,1.3410299201e-05,9.4477601004e-02,9.4851929146e-01,9.4477601004e-02
3.0000000000e+00,9.3632865647e-01,2.3461680674e-03,9.4808469353e-06,1.0676589642e-05,1.3784202991e-05,5.7164199484e-05,2.9858962681e-05,1.4106265374e-01,9.3632865647e-01,1.4106265374e-01
4.0000000000e+00,9.2737774604e-01,4.1312670025e-03,1.7061507747e-05,1.8882832319e-05,2.4402910289e-05,1.0051040456e-04,5.2528055961e-05,1.8757497353e-01,9.2737774604e-01,1.8757497353e-01
5.0000000000e+00,9.0442319307e-01,6.3866747444e-03,2.7142546953e-05,2.9362448940e-05,3.7996928954e-05,1.5504542181e-04,8.1112284053e-05,2.3200327109e-01,9.0442319307e-01,2.3200327109e-01
6.0000000000e+00,8.7299411918e-01,9.0592653349e-03,3.9866912221e-05,4.1951426170e-05,5.4377368983e-05,2.1931964877e-04,1.1489562848e-04,2.7356396711e-01,8.7299411918e-01,2.7356396711e-01
7.0000000000e+00,8.5096554919e-01,1.2124802883e-02,5.5540769167e-05,5.6629208652e-05,7.3542277694e-05,2.9257008876e-04,1.5352225473e-04,3.1489031144e-01,8.5096554919e-01,3.1489031144e-01
8.0000000000e+00,8.1009299909e-01,1.5521130832e-02,7.4400561785e-05,7.3216212071e-05,9.5288618576e-05,3.7307075812e-04,1.9615342179e-04,3.5058137164e-01,8.1009299909e-01,3.5058137164e-01
9.0000000000e+00,7.8088004488e-01,1.9213719479e-02,9.6790259214e-05,9.1662381524e-05,1.1957675452e-04,4.5979380528e-04,2.4229272731e-04,3.8621942600e-01,7.8088004488e-01,3.8621942600e-01
1.0000000000e+01,7.4425059627e-01,2.3137242613e-02,1.2297837228e-04,1.1178259550e-04,1.4619244834e-04,5.5095868171e-04,2.9105313105e-04,4.1751710384e-01,7.4425059627e-01,4.1751710384e-01
1.1000000000e+01,7.0903928470e-01,2.7261168381e-02,1.5337469909e-04,1.3355581287e-04,1.7513051058e-04,6.4562252192e-04,3.4198799345e-04,4.4649673144e-01,7.0903928470e-01,4.4649673144e-01
1.2000000000e+01,6.7552219090e-01,3.1522941880e-02,1.8833806457e-04,1.5682265923e-04,2.0620950400e-04,7.4200917179e-04,3.9425758937e-04,4.7316422911e-01,6.7552219090e-01,4.7316422911e-01
1.3000000000e+01,6.2241260158e-01,3.5833827717e-02,2.2805580363e-04,1.8128347580e-04,2.3905290036e-04,8.3785005160e-04,4.4668441417e-04,4.8972752385e-01,6.2241260158e-01,4.8972752385e-01
1.4000000000e+01,5.7787263926e-01,4.0138380536e-02,2.7253168425e-04,2.0674314478e-04,2.7338555529e-04,9.3203196018e-04,4.9847156524e-04,5.0510701517e-01,5.7787263926e-01,5.0510701517e-01
1.5000000000e+01,5.5021575584e-01,4.4455194304e-02,3.2216695244e-04,2.3338346331e-04,3.0943372493e-04,1.0249560017e-03,5.4978737644e-04,5.2413399185e-01,5.5021575584e-01,5.2413399185e-01
